Room Number,Appliance Type,Status,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2126,Hair Dryer,Not Working,6/12/2023,3739,735,5,2020,2022
2126,Heater,Working,7/13/2024,1847,338,5,2018,2022
2126,Lamp,Working,6/28/2023,2796,720,4,2020,2023
2127,Heater,Noisy,3/3/2025,2382,106,22,2018,2021
2127,Hair Dryer,Working,12/12/2023,5184,553,10,2018,2020
2127,Air Conditioner,Leaking,7/18/2023,4660,700,7,2022,2026
2127,Mini Fridge,Working,4/14/2025,4899,63,24,2022,2027
2127,Lamp,Working,8/29/2024,1341,291,5,2023,2025
2127,Television,Working,9/23/2023,4984,632,8,2024,2029
2128,Hair Dryer,Leaking,3/1/2024,3926,473,8,2022,2024
2128,Air Conditioner,Working,1/17/2023,1188,882,2,2020,2022
2128,Lamp,Working,4/3/2023,2026,805,3,2024,2029
2128,Mini Fridge,Noisy,2/13/2024,2071,489,5,2021,2023
2128,Coffee Maker,Not Working,9/1/2024,2762,289,10,2023,2026
2128,Heater,Working,4/24/2023,4203,784,5,2014,2019
2129,Heater,Working,10/20/2024,4561,240,20,2015,2017
2129,Hair Dryer,Unresponsive,2/19/2023,2856,849,3,2020,2022
2129,Air Conditioner,Flickering,1/24/2025,2474,143,17,2014,2016
2129,Coffee Maker,Working,10/7/2023,2735,619,5,2019,2022
2129,Television,Working,7/17/2024,4319,334,12,2021,2026
2129,Mini Fridge,Unresponsive,5/28/2023,4874,750,6,2018,2020
2129,Lamp,Working,1/25/2025,4188,143,24,2021,2026
2130,Lamp,Working,6/19/2023,2843,728,4,2023,2025
2130,Hair Dryer,Flickering,8/23/2024,5002,298,17,2019,2022
2130,Air Conditioner,Not Working,9/20/2024,4820,270,18,2016,2019
2130,Heater,Working,8/7/2024,3765,313,12,2014,2017
2130,Coffee Maker,Working,6/12/2023,2462,736,4,2017,2021
2130,Television,Low performance,2/19/2023,1275,848,2,2020,2023
2131,Coffee Maker,Working,5/22/2025,1680,26,24,2016,2018
2131,Lamp,Working,8/7/2024,4536,314,16,2023,2025
2131,Air Conditioner,Unresponsive,4/17/2023,4531,791,6,2014,2018
2131,Mini Fridge,Working,11/27/2024,3746,202,21,2015,2017
2131,Hair Dryer,Unresponsive,5/4/2025,3314,43,24,2022,2026
2131,Heater,Working,12/6/2024,4409,192,24,2017,2019
2132,Heater,Working,10/15/2024,4589,244,20,2019,2023
2132,Mini Fridge,Working,4/1/2023,1932,808,2,2016,2019
2132,Hair Dryer,Low performance,5/10/2025,4294,38,24,2021,2025
2132,Air Conditioner,Working,4/3/2024,1391,440,3,2017,2019
2132,Coffee Maker,Working,2/19/2023,4153,849,5,2015,2017
2132,Television,Working,1/24/2025,952,144,8,2021,2025
2132,Lamp,Leaking,7/26/2024,3370,326,10,2015,2018
2133,Mini Fridge,Overheating,1/15/2023,1655,883,2,2022,2025
2133,Heater,Working,2/27/2023,5010,840,6,2023,2028
2133,Coffee Maker,Low performance,9/26/2023,4618,630,8,2022,2026
2133,Lamp,Working,6/8/2024,1896,373,5,2017,2019
2133,Air Conditioner,Flickering,3/27/2025,2273,82,23,2021,2024
2133,Hair Dryer,Working,11/8/2023,3113,586,5,2023,2026
2133,Television,Working,4/9/2023,1056,799,2,2024,2029
2134,Television,Low performance,9/11/2024,2538,279,10,2022,2027
2134,Coffee Maker,Working,12/9/2024,858,190,4,2016,2018
2134,Lamp,Working,5/30/2023,4063,748,5,2015,2018
2134,Mini Fridge,Low performance,3/20/2025,3481,88,24,2019,2021
2134,Hair Dryer,Working,8/9/2023,4261,677,6,2022,2024
2134,Heater,Working,9/20/2023,2485,635,3,2024,2029
2135,Coffee Maker,Not Working,8/28/2024,2948,293,9,2017,2021
2135,Mini Fridge,Working,4/12/2025,800,65,14,2019,2022
2135,Air Conditioner,Working,9/10/2024,2428,280,8,2023,2027
2135,Heater,Leaking,11/14/2023,1440,581,2,2023,2025
2135,Lamp,Working,2/5/2024,2077,498,4,2015,2018
2135,Hair Dryer,Working,7/26/2024,3572,325,11,2015,2020
2135,Television,Flickering,12/13/2024,666,185,4,2016,2020
2136,Coffee Maker,Noisy,4/18/2025,2174,59,24,2022,2025
2136,Mini Fridge,Working,3/26/2023,3932,814,5,2020,2022
2136,Air Conditioner,Working,6/23/2024,3071,359,9,2016,2018
2136,Hair Dryer,Leaking,2/8/2023,1325,859,2,2018,2021
2136,Lamp,Working,5/12/2024,2681,401,7,2018,2022
2136,Television,Working,2/27/2025,4659,110,24,2023,2026
2136,Heater,Leaking,1/5/2023,4739,894,5,2014,2018
2137,Mini Fridge,Working,6/16/2024,3647,366,10,2019,2022
2137,Coffee Maker,Working,2/6/2023,2964,861,4,2023,2028
2137,Television,Overheating,5/26/2024,2806,386,8,2018,2021
2137,Hair Dryer,Working,3/7/2025,5216,102,24,2014,2017
2137,Air Conditioner,Noisy,5/25/2024,1890,387,5,2021,2023
2137,Heater,Working,5/20/2023,2784,758,4,2019,2021
2138,Mini Fridge,Working,1/6/2024,4515,528,8,2017,2020
2138,Hair Dryer,Leaking,11/29/2023,3494,565,6,2017,2020
2138,Air Conditioner,Working,2/25/2023,3999,843,5,2015,2020
2138,Heater,Working,9/7/2024,854,282,3,2022,2025
2138,Television,Working,10/22/2023,4834,604,8,2017,2019
2138,Lamp,Leaking,1/5/2025,4441,163,24,2021,2024
2139,Heater,Flickering,2/27/2025,2492,110,22,2021,2023
2139,Hair Dryer,Working,12/27/2024,2520,171,16,2016,2020
2139,Lamp,Working,4/5/2023,4081,803,5,2019,2021
2139,Coffee Maker,Unresponsive,6/30/2024,2539,352,7,2023,2025
2139,Television,Working,7/28/2023,930,689,1,2018,2021
2139,Mini Fridge,Working,3/2/2025,3667,107,23,2024,2027
2139,Air Conditioner,Noisy,6/29/2023,1152,718,1,2021,2023
2140,Television,Flickering,10/27/2024,4477,233,21,2023,2028
2140,Coffee Maker,Working,1/30/2024,4376,503,8,2020,2024
2140,Air Conditioner,Working,10/16/2024,3971,243,15,2021,2024
2140,Hair Dryer,Flickering,3/9/2025,3479,99,24,2014,2019
2140,Mini Fridge,Working,8/29/2024,655,292,3,2023,2026
2140,Lamp,Working,10/27/2023,3644,599,5,2018,2021
2141,Television,Working,5/28/2023,624,751,1,2015,2017
2141,Heater,Low performance,3/9/2023,3348,830,4,2017,2022
2141,Air Conditioner,Working,12/21/2024,3811,178,22,2020,2022
2141,Mini Fridge,Working,12/29/2024,2929,169,20,2015,2018
2141,Lamp,Flickering,9/21/2024,812,269,4,2018,2023
2141,Coffee Maker,Working,5/3/2025,2530,45,24,2020,2023
2142,Coffee Maker,Working,4/10/2024,3045,432,8,2014,2017
2142,Mini Fridge,Low performance,12/21/2024,3735,178,21,2016,2019
2142,Lamp,Working,7/1/2024,3352,351,10,2021,2025
2142,Hair Dryer,Working,4/14/2025,3249,64,24,2020,2023
2142,Heater,Unresponsive,9/26/2023,2738,630,4,2017,2021
2142,Television,Working,1/17/2023,1982,881,3,2023,2025
2143,Air Conditioner,Not Working,11/27/2024,3793,202,19,2023,2025
2143,Lamp,Working,9/4/2023,2888,652,4,2018,2023
2143,Mini Fridge,Working,10/23/2023,1009,602,2,2014,2018
2143,Heater,Flickering,1/16/2024,1765,518,3,2024,2028
2143,Hair Dryer,Working,11/8/2023,4104,587,6,2017,2020
2143,Television,Not Working,2/17/2024,3158,485,6,2021,2024
2144,Coffee Maker,Working,4/21/2025,4307,56,24,2018,2020
2144,Mini Fridge,Working,1/20/2024,1945,513,4,2015,2017
2144,Lamp,Low performance,10/15/2024,4113,245,16,2022,2024
2144,Air Conditioner,Noisy,5/9/2024,2624,403,5,2020,2022
2144,Television,Working,2/8/2023,2003,860,2,2017,2022
2144,Heater,Working,9/19/2023,2440,636,4,2022,2027
2144,Hair Dryer,Leaking,6/13/2024,4601,368,13,2018,2020
2145,Air Conditioner,Overheating,8/6/2023,2956,680,4,2016,2019
2145,Heater,Working,8/12/2023,2497,674,4,2016,2020
2145,Mini Fridge,Working,6/12/2025,1271,4,23,2020,2022
2145,Hair Dryer,Working,10/28/2024,2854,232,12,2023,2028
2145,Coffee Maker,Unresponsive,2/10/2025,1790,126,11,2024,2028
2145,Lamp,Noisy,9/12/2024,3647,278,14,2017,2020
2146,Air Conditioner,Working,8/4/2024,725,316,2,2019,2023
2146,Television,Working,6/17/2024,3529,365,8,2023,2026
2146,Lamp,Unresponsive,9/26/2023,4836,629,8,2023,2027
2146,Coffee Maker,Leaking,11/28/2023,3761,567,7,2022,2025
2146,Mini Fridge,Working,8/31/2023,2377,655,4,2020,2023
2146,Hair Dryer,Overheating,7/30/2024,1299,321,4,2017,2020
2147,Coffee Maker,Overheating,7/18/2023,1714,699,2,2020,2023
2147,Mini Fridge,Working,3/23/2023,1848,816,3,2017,2022
2147,Television,Working,12/12/2023,1980,553,3,2017,2019
2147,Air Conditioner,Unresponsive,10/1/2024,4213,259,16,2020,2022
2147,Lamp,Low performance,3/22/2025,900,87,10,2020,2025
2147,Hair Dryer,Working,8/30/2024,4555,291,14,2018,2020
2148,Heater,Working,3/17/2023,1764,823,2,2019,2022
2148,Hair Dryer,Not Working,10/8/2023,3842,617,6,2015,2020
2148,Mini Fridge,Working,8/31/2024,4499,289,15,2024,2027
2148,Lamp,Working,5/21/2023,921,758,1,2023,2026
2148,Air Conditioner,Unresponsive,3/15/2025,1766,94,21,2017,2021
2148,Coffee Maker,Working,3/1/2025,2415,107,18,2024,2026
2148,Television,Working,11/30/2023,4786,564,9,2024,2027
2149,Mini Fridge,Leaking,10/4/2023,1535,621,3,2014,2018
2149,Air Conditioner,Working,4/24/2023,2252,784,3,2016,2019
2149,Lamp,Working,5/1/2024,3455,412,8,2023,2026
2149,Coffee Maker,Not Working,12/18/2024,1074,181,6,2017,2021
2149,Heater,Working,11/30/2024,2199,198,12,2021,2024
2149,Television,Low performance,12/28/2024,1908,170,12,2022,2025
2149,Hair Dryer,Working,2/10/2023,4427,858,5,2014,2018
2150,Mini Fridge,Working,8/25/2023,1244,661,2,2014,2018
2150,Heater,Working,6/24/2024,1898,357,5,2016,2020
2150,Air Conditioner,Overheating,1/18/2023,3291,881,4,2014,2017
2150,Television,Working,9/3/2023,2741,652,4,2019,2024
2150,Lamp,Noisy,12/15/2023,2357,550,4,2024,2026
2150,Hair Dryer,Unresponsive,5/15/2025,3004,32,24,2019,2022
2150,Coffee Maker,Working,4/18/2024,2413,424,6,2021,2023
2151,Mini Fridge,Working,2/26/2025,2208,110,21,2022,2024
2151,Lamp,Noisy,1/6/2023,3591,892,4,2014,2016
2151,Television,Working,2/27/2025,3209,110,24,2023,2026
2151,Coffee Maker,Low performance,2/8/2023,2745,859,3,2018,2023
2151,Air Conditioner,Working,9/19/2023,1880,637,3,2019,2022
2151,Hair Dryer,Working,1/2/2023,4093,897,5,2016,2018
2152,Air Conditioner,Noisy,10/21/2023,1561,605,2,2022,2025
2152,Television,Working,3/28/2025,4716,81,24,2019,2023
2152,Heater,Working,6/16/2024,4570,366,12,2024,2029
2152,Lamp,Flickering,7/16/2023,1406,702,2,2024,2027
2152,Mini Fridge,Unresponsive,1/22/2023,2679,877,3,2019,2023
2152,Coffee Maker,Working,12/9/2024,3892,189,20,2023,2025
2152,Hair Dryer,Working,5/26/2024,2962,387,8,2020,2024
2153,Hair Dryer,Leaking,2/13/2025,4702,124,24,2017,2022
2153,Air Conditioner,Working,6/2/2025,2933,14,24,2017,2019
2153,Coffee Maker,Leaking,1/28/2023,1966,870,3,2016,2020
2153,Heater,Working,8/12/2023,3608,674,5,2017,2020
2153,Mini Fridge,Working,4/9/2025,3145,69,23,2017,2019
2153,Television,Noisy,11/19/2024,4406,210,21,2021,2024
2154,Hair Dryer,Low performance,3/29/2024,3519,444,8,2017,2020
2154,Television,Working,12/27/2023,3912,538,8,2022,2026
2154,Coffee Maker,Working,11/30/2023,2421,564,4,2023,2025
2154,Lamp,Unresponsive,11/22/2024,3260,206,17,2019,2021
2154,Heater,Working,8/27/2023,2622,660,3,2023,2025
2154,Air Conditioner,Overheating,11/4/2023,4763,590,8,2020,2025
2155,Air Conditioner,Working,2/25/2025,1334,111,13,2024,2027
2155,Heater,Working,2/17/2023,747,851,1,2024,2026
2155,Lamp,Leaking,6/15/2023,1476,733,2,2021,2026
2155,Hair Dryer,Working,2/20/2024,4549,482,9,2014,2016
2155,Mini Fridge,Working,1/30/2025,4277,137,24,2021,2023
2155,Coffee Maker,Working,6/26/2024,3569,356,9,2018,2022
2155,Television,Not Working,11/7/2024,3794,222,19,2014,2016
2156,Coffee Maker,Working,10/12/2023,1559,613,3,2018,2023
2156,Mini Fridge,Noisy,2/26/2024,4262,477,9,2023,2025
2156,Heater,Working,3/19/2025,1097,90,15,2015,2019
2156,Air Conditioner,Working,2/21/2025,2161,116,17,2021,2024
2156,Television,Low performance,3/19/2024,14383,454,24,2017,2019
2156,Lamp,Working,1/11/2023,4391,887,5,2023,2028
2156,Hair Dryer,Flickering,1/22/2023,2954,876,3,2017,2020
2157,Lamp,Working,4/27/2025,2019,50,24,2016,2021
2157,Hair Dryer,Working,2/17/2025,4064,119,23,2023,2026
2157,Coffee Maker,Unresponsive,6/16/2025,607,1,24,2017,2019
2157,Television,Working,7/7/2024,2633,345,10,2016,2019
2157,Air Conditioner,Working,8/16/2023,4917,671,8,2015,2018
2157,Mini Fridge,Flickering,6/6/2025,621,11,24,2022,2024
2158,Coffee Maker,Working,4/22/2023,2034,786,2,2016,2019
2158,Hair Dryer,Overheating,3/21/2023,4585,818,6,2023,2025
2158,Air Conditioner,Working,1/17/2025,3130,150,21,2022,2026
2158,Lamp,Working,7/1/2023,2586,717,4,2018,2023
2158,Heater,Working,9/9/2024,2235,281,9,2017,2020
2158,Mini Fridge,Not Working,2/1/2024,907,501,3,2018,2020
2158,Television,Leaking,8/6/2024,4650,314,14,2019,2024
2159,Mini Fridge,Working,3/17/2023,3419,822,4,2024,2028
2159,Coffee Maker,Working,9/28/2024,4118,261,16,2017,2019
2159,Lamp,Noisy,6/9/2024,3914,373,11,2015,2017
2159,Hair Dryer,Working,6/5/2025,4720,12,24,2021,2024
2159,Television,Low performance,7/4/2024,2435,348,8,2017,2020
2159,Heater,Working,7/30/2024,1043,321,4,2017,2020
2159,Air Conditioner,Working,10/2/2023,4656,623,8,2015,2018
2160,Lamp,Working,6/16/2025,1645,1,24,2024,2027
2160,Hair Dryer,Flickering,3/26/2025,4376,82,24,2020,2023
2160,Coffee Maker,Working,4/14/2023,1936,794,3,2014,2017
2160,Mini Fridge,Working,10/16/2024,1615,243,7,2023,2027
2160,Air Conditioner,Not Working,2/26/2023,1304,841,2,2022,2025
2160,Television,Working,10/2/2023,1923,624,4,2014,2017
2160,Heater,Working,5/24/2023,1252,754,2,2017,2019
2161,Television,Flickering,7/7/2024,1953,345,6,2016,2020
2161,Hair Dryer,Working,7/18/2023,3255,699,5,2016,2021
2161,Heater,Working,1/8/2024,4350,526,8,2015,2018
2161,Mini Fridge,Low performance,1/4/2024,3914,530,8,2019,2022
2161,Coffee Maker,Working,4/3/2024,1416,440,3,2018,2021
2161,Lamp,Working,1/6/2023,3796,892,4,2018,2022
2162,Air Conditioner,Unresponsive,5/20/2023,755,759,1,2021,2023
2162,Coffee Maker,Working,12/2/2023,1835,563,3,2015,2017
2162,Hair Dryer,Working,4/10/2024,4250,432,10,2024,2026
2162,Television,Overheating,7/1/2023,980,716,2,2016,2019
2162,Heater,Not Working,11/26/2024,4810,202,24,2019,2024
2162,Mini Fridge,Working,4/25/2023,2137,783,3,2022,2024
2163,Mini Fridge,Working,2/10/2025,2941,126,23,2023,2026
2163,Hair Dryer,Working,6/2/2024,1910,379,5,2023,2025
2163,Air Conditioner,Not Working,1/22/2025,3687,145,24,2019,2024
2163,Television,Working,5/10/2023,2741,769,4,2024,2027
2163,Heater,Unresponsive,12/1/2023,4495,563,8,2021,2025
2163,Lamp,Working,8/4/2023,2786,683,4,2020,2022
2163,Coffee Maker,Working,8/1/2024,4516,319,14,2021,2025
2164,Lamp,Overheating,6/13/2025,3442,4,24,2020,2022
2164,Hair Dryer,Working,10/6/2023,2649,619,4,2018,2020
2164,Television,Overheating,7/26/2023,2262,691,3,2022,2024
2164,Air Conditioner,Working,3/23/2023,2306,816,2,2019,2022
2164,Coffee Maker,Working,5/16/2023,3036,762,4,2021,2023
2164,Mini Fridge,Working,11/13/2023,3707,582,7,2016,2019
2164,Heater,Unresponsive,3/30/2025,2756,79,24,2022,2024
2165,Television,Working,12/25/2023,1188,540,2,2024,2028
2165,Lamp,Working,1/19/2025,3999,149,23,2019,2022
2165,Mini Fridge,Noisy,4/27/2025,3514,50,24,2018,2021
2165,Heater,Noisy,9/29/2024,1672,261,7,2022,2024
2165,Air Conditioner,Overheating,3/15/2025,3485,93,24,2020,2022
2165,Coffee Maker,Working,3/29/2025,4125,79,24,2018,2020
2165,Hair Dryer,Working,2/5/2023,950,863,1,2020,2024
2166,Television,Overheating,8/20/2023,1917,667,2,2021,2024
2166,Air Conditioner,Flickering,5/22/2025,3691,25,24,2023,2028
2166,Hair Dryer,Working,1/2/2024,2409,532,5,2014,2018
2166,Heater,Working,5/5/2024,4152,408,11,2019,2024
2166,Coffee Maker,Flickering,5/22/2025,2297,25,23,2024,2027
2166,Lamp,Working,7/18/2024,1398,334,4,2024,2028
2167,Heater,Working,11/8/2023,2763,586,5,2017,2021
2167,Coffee Maker,Leaking,7/11/2023,2847,706,4,2014,2017
2167,Lamp,Working,12/14/2024,3640,184,20,2019,2024
2167,Air Conditioner,Overheating,8/6/2023,3624,680,6,2023,2025
2167,Hair Dryer,Working,2/21/2025,1361,116,10,2018,2022
2167,Mini Fridge,Working,2/27/2025,1567,109,15,2014,2019
2167,Television,Low performance,4/11/2023,1158,798,1,2022,2024
2168,Television,Working,2/9/2023,3390,858,4,2023,2025
2168,Mini Fridge,Working,1/1/2024,4689,532,9,2018,2022
2168,Coffee Maker,Leaking,6/2/2025,994,14,24,2017,2022
2168,Hair Dryer,Working,6/16/2025,1835,1,24,2019,2021
2168,Lamp,Working,1/6/2024,3164,528,6,2018,2020
2168,Heater,Flickering,4/17/2023,1626,792,3,2019,2022
2169,Television,Working,1/31/2025,3409,137,24,2019,2022
2169,Heater,Noisy,9/3/2024,2267,286,8,2019,2022
2169,Coffee Maker,Working,3/4/2023,1953,836,2,2022,2024
2169,Hair Dryer,Working,4/10/2024,3216,433,8,2019,2023
2169,Lamp,Noisy,10/22/2024,1456,237,6,2024,2026
2169,Air Conditioner,Working,2/1/2025,1621,136,11,2015,2019
2170,Coffee Maker,Unresponsive,10/29/2023,1965,596,4,2020,2023
2170,Lamp,Working,5/27/2024,4155,385,11,2024,2026
2170,Mini Fridge,Working,6/20/2023,4376,727,6,2024,2028
2170,Heater,Overheating,3/4/2023,3264,835,4,2017,2020
2170,Hair Dryer,Working,4/19/2024,4856,424,11,2022,2024
2170,Air Conditioner,Working,10/23/2023,2082,602,4,2024,2027
2170,Television,Noisy,2/25/2025,2776,111,24,2014,2018
2171,Mini Fridge,Working,1/20/2023,4653,878,5,2022,2026
2171,Heater,Working,8/31/2023,2484,656,4,2021,2024
2171,Television,Leaking,7/9/2024,2820,343,9,2014,2019
2171,Coffee Maker,Working,1/29/2024,4233,505,9,2021,2024
2171,Hair Dryer,Working,1/9/2024,1635,525,3,2024,2026
2171,Lamp,Flickering,2/9/2024,1084,493,3,2020,2022
2171,Air Conditioner,Leaking,11/2/2024,2791,227,11,2019,2021
2172,Coffee Maker,Working,1/21/2025,1305,147,9,2016,2019
2172,Mini Fridge,Working,4/7/2023,3252,801,4,2015,2020
2172,Television,Leaking,2/18/2025,3817,118,24,2021,2026
2172,Lamp,Working,4/26/2023,2797,782,3,2019,2023
2172,Hair Dryer,Unresponsive,2/10/2025,3528,126,24,2021,2026
2172,Air Conditioner,Working,8/26/2023,506,660,1,2017,2019
2173,Hair Dryer,Working,11/12/2024,4201,217,19,2020,2023
2173,Television,Noisy,6/7/2023,3067,741,4,2024,2028
2173,Heater,Working,10/13/2023,2167,613,4,2024,2027
2173,Coffee Maker,Working,12/28/2023,4616,536,8,2016,2019
2173,Air Conditioner,Not Working,2/14/2025,4685,123,24,2024,2027
2173,Lamp,Working,4/28/2024,2346,414,6,2019,2023
2174,Air Conditioner,Not Working,2/16/2025,3415,121,24,2022,2024
2174,Lamp,Working,3/23/2024,1131,450,2,2023,2025
2174,Hair Dryer,Working,7/9/2023,3988,708,6,2014,2017
2174,Mini Fridge,Working,7/14/2023,4687,703,7,2018,2021
2174,Coffee Maker,Not Working,4/10/2025,4934,67,24,2023,2028
2174,Heater,Working,8/18/2024,2053,302,7,2015,2017
2174,Television,Working,1/16/2025,4106,152,24,2015,2018
2175,Air Conditioner,Noisy,4/22/2025,864,55,10,2019,2021
2175,Hair Dryer,Low performance,12/16/2023,1459,549,2,2021,2023
2175,Lamp,Working,6/15/2024,3109,366,8,2018,2022
2175,Coffee Maker,Working,3/25/2024,4627,448,11,2016,2021
2175,Television,Unresponsive,4/24/2023,2389,784,4,2018,2021
2175,Heater,Working,5/10/2024,4257,402,11,2023,2026
2176,Mini Fridge,Working,12/30/2023,1671,534,3,2019,2021
2176,Hair Dryer,Not Working,12/3/2024,3633,196,19,2023,2025
2176,Lamp,Working,2/8/2024,1399,494,3,2020,2023
2176,Air Conditioner,Noisy,12/19/2023,4730,546,8,2016,2021
2176,Television,Overheating,2/25/2025,2892,112,22,2020,2023
2176,Coffee Maker,Working,11/4/2023,2211,591,4,2016,2019
2176,Heater,Working,11/1/2023,2532,593,4,2016,2021
2177,Hair Dryer,Low performance,4/6/2025,2685,72,24,2019,2021
2177,Television,Working,5/20/2025,2350,28,24,2023,2028
2177,Heater,Working,7/25/2024,2653,326,8,2021,2023
2177,Lamp,Working,2/28/2024,2799,474,5,2017,2019
2177,Mini Fridge,Leaking,3/25/2023,1484,815,2,2021,2024
2177,Coffee Maker,Not Working,10/25/2023,1275,601,2,2022,2024
2177,Air Conditioner,Working,6/23/2024,2445,359,7,2016,2020
2178,Coffee Maker,Working,1/23/2025,642,144,5,2019,2023
2178,Air Conditioner,Flickering,1/13/2023,2128,885,2,2014,2016
2178,Mini Fridge,Working,1/13/2025,3434,155,19,2020,2025
2178,Television,Noisy,8/28/2023,3366,659,5,2014,2016
2178,Lamp,Overheating,12/23/2023,4467,542,9,2023,2027
2178,Hair Dryer,Working,4/17/2025,2033,61,24,2015,2017
2179,Mini Fridge,Working,3/30/2024,3097,443,7,2024,2026
2179,Coffee Maker,Overheating,1/21/2023,1446,877,1,2018,2022
2179,Hair Dryer,Working,3/16/2024,3387,457,8,2023,2028
2179,Heater,Working,7/23/2024,1341,328,4,2024,2026
2179,Air Conditioner,Working,4/10/2025,2028,68,24,2015,2018
2179,Television,Leaking,4/24/2023,1940,785,2,2016,2021
2179,Lamp,Working,4/8/2025,3861,70,24,2021,2024
2180,Lamp,Working,7/3/2023,1821,714,3,2018,2023
2180,Heater,Low performance,1/16/2023,4713,882,5,2022,2027
2180,Mini Fridge,Working,6/14/2023,3273,733,4,2021,2024
2180,Coffee Maker,Working,1/20/2025,4455,148,24,2015,2019
2180,Hair Dryer,Unresponsive,8/28/2023,680,658,1,2020,2023
2180,Television,Overheating,10/29/2023,2958,596,5,2024,2029
2181,Heater,Not Working,10/18/2024,642,242,3,2022,2026
2181,Mini Fridge,Working,9/18/2023,2855,637,5,2024,2027
2181,Air Conditioner,Working,1/24/2024,3110,510,6,2020,2022
2181,Hair Dryer,Not Working,6/21/2023,782,727,1,2022,2027
2181,Lamp,Working,6/25/2023,4057,723,6,2016,2021
2181,Television,Leaking,9/16/2024,3404,274,13,2015,2019
2182,Coffee Maker,Working,7/17/2023,1521,700,2,2022,2025
2182,Lamp,Working,12/13/2023,2657,552,5,2016,2019
2182,Air Conditioner,Working,8/15/2023,2458,672,4,2014,2016
2182,Heater,Noisy,8/14/2024,690,307,2,2019,2023
2182,Mini Fridge,Working,5/14/2024,2854,398,7,2024,2029
2182,Television,Not Working,7/13/2024,3715,338,10,2024,2026
2182,Hair Dryer,Unresponsive,9/16/2023,1214,640,2,2023,2026
2183,Lamp,Working,8/6/2024,1940,314,7,2022,2025
2183,Air Conditioner,Working,12/2/2023,1409,563,3,2023,2025
2183,Television,Noisy,8/16/2023,2497,671,3,2016,2020
2183,Mini Fridge,Working,11/14/2024,2687,214,13,2019,2021
2183,Coffee Maker,Working,1/24/2024,1819,509,3,2016,2018
2183,Hair Dryer,Leaking,4/15/2025,3367,62,24,2020,2022
2183,Heater,Working,8/12/2023,4895,674,8,2024,2027
2184,Hair Dryer,Working,1/22/2025,1081,145,6,2022,2024
2184,Air Conditioner,Flickering,3/22/2025,1106,87,12,2019,2021
2184,Mini Fridge,Overheating,3/16/2023,4911,823,6,2021,2025
2184,Coffee Maker,Working,12/14/2024,4866,184,24,2018,2023
2184,Lamp,Working,12/5/2024,4020,194,20,2019,2021
2184,Television,Noisy,3/7/2024,4356,467,8,2024,2029
2184,Heater,Working,1/15/2024,1887,519,4,2016,2019
2185,Heater,Working,11/28/2024,2940,200,15,2017,2019
2185,Coffee Maker,Overheating,7/25/2023,4114,693,6,2018,2021
2185,Air Conditioner,Working,2/15/2024,3352,487,8,2015,2018
2185,Mini Fridge,Working,10/7/2024,4015,252,16,2019,2024
2185,Television,Leaking,6/8/2025,4346,9,24,2017,2019
2185,Hair Dryer,Working,3/28/2024,1089,445,3,2019,2021
2186,Heater,Working,9/19/2023,2410,636,3,2024,2026
2186,Hair Dryer,Low performance,2/12/2025,3302,124,24,2021,2023
2186,Television,Leaking,5/18/2023,661,760,1,2024,2029
2186,Mini Fridge,Flickering,6/26/2023,899,722,1,2021,2023
2186,Air Conditioner,Noisy,12/16/2023,2375,549,4,2014,2017
2186,Lamp,Working,3/7/2023,3113,833,4,2016,2020
2187,Air Conditioner,Working,11/8/2024,2652,221,13,2023,2027
2187,Hair Dryer,Leaking,12/12/2024,591,187,3,2018,2020
2187,Television,Working,10/4/2023,5078,621,8,2017,2020
2187,Coffee Maker,Working,4/7/2024,3370,436,8,2022,2024
2187,Heater,Not Working,11/1/2023,3753,593,7,2015,2018
2187,Lamp,Working,7/18/2024,1532,334,4,2020,2024
2188,Television,Working,11/2/2023,3234,593,5,2015,2017
2188,Air Conditioner,Working,10/30/2023,965,596,1,2014,2017
2188,Heater,Low performance,8/14/2024,3722,307,11,2022,2025
2188,Coffee Maker,Working,8/10/2023,4191,677,5,2022,2026
2188,Lamp,Working,10/19/2024,4211,240,18,2017,2020
2188,Hair Dryer,Leaking,4/6/2023,3872,802,4,2016,2019
2188,Mini Fridge,Working,12/20/2024,3371,178,18,2016,2018
2189,Hair Dryer,Unresponsive,3/6/2024,528,467,1,2015,2018
2189,Lamp,Working,12/29/2023,736,536,2,2017,2019
2189,Television,Working,10/21/2023,3224,605,5,2024,2029
2189,Mini Fridge,Flickering,4/14/2025,4523,64,24,2020,2023
2189,Air Conditioner,Working,1/29/2024,3838,504,8,2017,2020
2189,Heater,Working,5/29/2023,2919,749,4,2019,2024
2189,Coffee Maker,Flickering,2/10/2023,951,857,1,2017,2019
2190,Mini Fridge,Working,9/20/2024,4735,270,19,2015,2017
2190,Hair Dryer,Noisy,5/24/2025,3428,24,24,2017,2019
2190,Coffee Maker,Working,8/27/2024,2859,293,9,2016,2019
2190,Television,Working,6/6/2023,2491,741,3,2023,2025
2190,Air Conditioner,Leaking,12/20/2024,5007,178,24,2014,2018
2190,Heater,Working,6/5/2025,3095,12,24,2015,2017
2190,Lamp,Noisy,7/30/2023,2020,687,3,2024,2027
2191,Air Conditioner,Working,2/11/2023,626,857,1,2023,2028
