Room Number,Appliance Type,Status,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2140,Television,Leaking,2025-03-08,2424,101,24,2022,2028
2140,Coffee Maker,Working,2023-07-09,1139,709,2,2016,2024
2140,Air Conditioner,Working,2023-01-31,4375,868,5,2018,2024
2140,Hair Dryer,Flickering,2025-03-24,2759,85,24,2016,2019
2140,Mini Fridge,Leaking,2024-06-19,1397,362,4,2023,2026
2140,Lamp,Working,2025-06-04,1698,13,24,2019,2021
2141,Television,Working,2023-11-04,2211,591,4,2016,2017
2141,Heater,Unresponsive,2025-01-26,1909,141,11,2024,2022
2141,Air Conditioner,Noisy,2024-06-06,2407,376,6,2021,2022
2141,Mini Fridge,Working,2024-11-09,1238,220,6,2021,2018
2141,Lamp,Working,2025-05-31,2352,16,24,2015,2023
2141,Coffee Maker,Leaking,2024-03-30,1142,443,3,2018,2023
2142,Coffee Maker,Unresponsive,2023-04-13,2545,795,3,2014,2017
2142,Mini Fridge,Working,2023-09-08,2624,648,5,2023,2019
2142,Lamp,Working,2023-08-04,4550,682,7,2024,2025
2142,Hair Dryer,Noisy,2024-09-03,2267,286,8,2019,2023
2142,Heater,Working,2023-01-14,4927,885,5,2021,2021
2142,Television,Working,2023-07-31,3309,687,5,2020,2025
2143,Air Conditioner,Low performance,2024-05-13,3243,399,8,2016,2025
2143,Lamp,Working,2024-09-28,3594,262,14,2019,2023
2143,Mini Fridge,Working,2024-04-25,4268,418,10,2015,2018
2143,Heater,Unresponsive,2023-03-30,3448,809,5,2020,2028
2143,Hair Dryer,Working,2024-11-10,2864,218,12,2014,2020
2143,Television,Flickering,2023-08-13,3952,673,6,2014,2024
2144,Coffee Maker,Working,2024-07-18,4538,334,14,2024,2020
2144,Mini Fridge,Working,2025-04-28,672,49,8,2022,2017
2144,Lamp,Unresponsive,2025-03-03,1189,105,12,2021,2024
2144,Air Conditioner,Working,2024-07-07,1953,345,6,2016,2022
2144,Television,Working,2024-08-04,725,316,2,2019,2022
2144,Heater,Working,2024-02-08,3900,494,8,2014,2027
2144,Hair Dryer,Working,2024-07-07,3502,345,11,2019,2020
2145,Air Conditioner,Overheating,2024-03-22,4547,452,10,2018,2019
2145,Heater,Working,2024-02-09,2166,493,5,2021,2020
2145,Mini Fridge,Leaking,2024-12-04,3950,195,21,2020,2022
2145,Hair Dryer,Overheating,2024-01-05,1726,528,3,2018,2028
2145,Coffee Maker,Working,2024-10-06,3097,254,12,2014,2028
2145,Lamp,Working,2024-05-31,2231,381,5,2023,2020
2146,Air Conditioner,Flickering,2024-01-04,2214,529,4,2024,2023
2146,Television,Working,2024-02-06,3726,497,7,2019,2026
2146,Lamp,Working,2023-03-01,1801,838,3,2024,2027
2146,Coffee Maker,Not Working,2024-09-09,2748,280,10,2018,2025
2146,Mini Fridge,Working,2025-02-11,2109,126,17,2014,2023
2146,Hair Dryer,Working,2024-01-04,4520,529,9,2017,2020
2147,Coffee Maker,Flickering,2023-09-08,823,648,1,2022,2023
2147,Mini Fridge,Working,2023-11-19,4618,576,9,2024,2022
2147,Television,Working,2023-01-05,2489,893,3,2020,2019
2147,Air Conditioner,Flickering,2024-03-22,1547,452,4,2022,2022
2147,Lamp,Working,2024-04-22,1552,420,4,2016,2025
2147,Hair Dryer,Working,2024-11-03,4337,225,20,2022,2020
2148,Heater,Low performance,2024-03-06,2655,468,6,2015,2022
2148,Hair Dryer,Working,2023-02-13,1990,855,3,2020,2020
2148,Mini Fridge,Working,2024-09-04,2192,286,8,2019,2027
2148,Lamp,Low performance,2023-03-10,3701,829,4,2023,2026
2148,Air Conditioner,Low performance,2024-04-23,4171,419,9,2017,2021
2148,Coffee Maker,Working,2023-11-09,3066,586,5,2016,2026
2148,Television,Working,2023-07-18,3255,699,5,2016,2027
2149,Mini Fridge,Working,2023-02-10,4079,857,5,2024,2018
2149,Air Conditioner,Leaking,2024-04-10,580,433,2,2020,2019
2149,Lamp,Working,2023-03-16,4153,823,5,2014,2026
2149,Coffee Maker,Working,2024-02-20,1313,482,3,2014,2021
2149,Heater,Low performance,2023-02-03,2321,865,3,2024,2024
2149,Television,Flickering,2024-10-11,3526,248,14,2022,2025
2149,Hair Dryer,Working,2024-03-12,3781,462,8,2021,2018
2150,Mini Fridge,Working,2023-03-24,3500,815,4,2017,2018
2150,Heater,Leaking,2023-07-30,2833,688,4,2024,2020
2150,Air Conditioner,Working,2023-03-21,3139,819,4,2015,2017
2150,Television,Working,2023-02-15,4734,852,6,2022,2024
2150,Lamp,Unresponsive,2025-01-26,2223,141,15,2016,2026
2150,Hair Dryer,Working,2024-03-26,3325,447,7,2018,2022
2150,Coffee Maker,Working,2024-07-19,2442,333,7,2015,2023
2151,Mini Fridge,Not Working,2024-05-13,1403,399,3,2015,2024
2151,Lamp,Flickering,2024-11-28,4819,200,24,2016,2016
2151,Television,Working,2024-11-25,670,203,4,2022,2026
2151,Coffee Maker,Working,2025-05-08,2118,40,23,2014,2023
2151,Air Conditioner,Overheating,2023-01-09,3370,889,4,2015,2022
2151,Hair Dryer,Working,2024-06-24,1898,357,5,2016,2018
2152,Air Conditioner,Not Working,2025-05-08,3070,40,24,2022,2025
2152,Television,Working,2024-01-08,4350,526,8,2015,2023
2152,Heater,Working,2025-05-01,2384,47,24,2021,2029
2152,Lamp,Noisy,2024-10-26,4018,233,18,2019,2027
2152,Mini Fridge,Noisy,2024-12-04,4633,194,24,2015,2023
2152,Coffee Maker,Working,2024-06-30,1808,351,5,2024,2025
2152,Hair Dryer,Working,2024-12-28,3933,171,24,2019,2024
2153,Hair Dryer,Leaking,2024-03-09,4462,464,10,2016,2022
2153,Air Conditioner,Working,2023-06-13,1872,735,3,2018,2019
2153,Coffee Maker,Working,2024-11-02,4503,227,21,2018,2020
2153,Heater,Working,2023-02-12,3500,855,5,2021,2020
2153,Mini Fridge,Working,2025-04-17,1073,61,16,2016,2019
2153,Television,Overheating,2024-04-15,3235,428,8,2018,2024
2154,Hair Dryer,Working,2024-06-16,4585,366,11,2017,2020
2154,Television,Working,2024-04-18,1078,424,3,2018,2026
2154,Coffee Maker,Working,2024-10-30,4378,229,17,2021,2025
2154,Lamp,Unresponsive,2023-01-14,2989,885,3,2021,2021
2154,Heater,Working,2025-01-25,3479,142,23,2020,2025
2154,Air Conditioner,Working,2024-12-06,3742,193,19,2024,2025
2155,Air Conditioner,Working,2025-03-13,1243,95,19,2023,2027
2155,Heater,Working,2024-08-24,2373,296,8,2018,2026
2155,Lamp,Working,2023-04-06,3935,803,4,2019,2026
2155,Hair Dryer,Working,2023-08-29,3143,657,4,2014,2016
2155,Mini Fridge,Overheating,2023-07-16,3603,702,4,2020,2023
2155,Coffee Maker,Working,2025-05-29,3491,19,24,2022,2022
2155,Television,Working,2024-01-22,980,511,2,2021,2016
2156,Coffee Maker,Noisy,2024-11-11,4337,217,19,2018,2023
2156,Mini Fridge,Working,2025-05-29,2679,19,23,2017,2025
2156,Heater,Leaking,2024-12-11,1730,188,8,2016,2019
2156,Air Conditioner,Working,2024-12-29,4620,170,24,2020,2024
2156,Television,Working,2024-07-22,566,329,2,2017,2019
2156,Lamp,Flickering,2025-02-09,1465,128,13,2020,2028
2156,Hair Dryer,Low performance,2025-03-09,4004,99,24,2017,2020
2157,Lamp,Working,2023-10-13,4966,612,8,2020,2021
2157,Hair Dryer,Working,2023-11-26,816,568,1,2019,2026
2157,Coffee Maker,Noisy,2024-11-05,2121,224,11,2014,2019
2157,Television,Not Working,2024-09-26,2891,264,11,2014,2019
2157,Air Conditioner,Working,2023-02-25,2342,843,2,2024,2018
2157,Mini Fridge,Working,2023-08-16,2813,671,5,2017,2024
2158,Coffee Maker,Overheating,2024-05-04,2514,408,6,2014,2019
2158,Hair Dryer,Working,2023-12-29,3739,536,8,2018,2025
2158,Air Conditioner,Working,2023-07-28,930,689,1,2018,2026
2158,Lamp,Leaking,2023-12-20,3311,545,5,2023,2023
2158,Heater,Working,2025-01-27,660,141,6,2019,2020
2158,Mini Fridge,Working,2023-03-18,2856,822,4,2016,2020
2158,Television,Noisy,2025-02-23,1715,114,14,2023,2024
2159,Mini Fridge,Working,2024-03-12,4472,462,9,2022,2028
2159,Coffee Maker,Working,2024-06-14,2308,367,6,2015,2019
2159,Lamp,Noisy,2024-11-16,4870,212,20,2020,2017
2159,Hair Dryer,Working,2023-04-22,3684,786,5,2014,2024
2159,Television,Working,2023-04-13,1628,796,2,2022,2020
2159,Heater,Working,2025-01-20,4455,148,24,2015,2020
2159,Air Conditioner,Flickering,2023-10-14,2447,611,4,2019,2018
2160,Lamp,Working,2023-01-17,1155,881,2,2018,2027
2160,Hair Dryer,Working,2024-03-24,1311,449,3,2019,2023
2160,Coffee Maker,Low performance,2024-01-07,4008,527,8,2019,2017
2160,Mini Fridge,Working,2023-12-06,875,558,1,2017,2027
2160,Air Conditioner,Working,2023-03-19,4834,820,6,2023,2025
2160,Television,Leaking,2023-01-06,2763,893,3,2024,2017
2160,Heater,Working,2024-04-01,1460,441,3,2019,2019
2161,Television,Unresponsive,2023-09-10,1718,646,3,2021,2020
2161,Hair Dryer,Working,2024-03-09,4908,464,11,2024,2021
2161,Heater,Working,2025-03-22,2906,86,24,2021,2018
2161,Mini Fridge,Flickering,2025-04-06,3716,71,24,2019,2022
2161,Coffee Maker,Unresponsive,2024-02-07,4358,495,8,2024,2021
2161,Lamp,Working,2025-04-14,2232,64,24,2021,2022
2162,Air Conditioner,Working,2023-08-10,2691,677,3,2020,2023
2162,Coffee Maker,Overheating,2024-10-23,1614,236,7,2022,2017
2162,Hair Dryer,Not Working,2024-02-04,4494,498,9,2020,2026
2162,Television,Working,2024-06-08,1982,373,5,2022,2019
2162,Heater,Working,2023-01-26,3784,872,4,2019,2024
2162,Mini Fridge,Low performance,2024-08-27,3661,293,12,2019,2024
2163,Mini Fridge,Working,2025-02-07,642,130,6,2015,2026
2163,Hair Dryer,Working,2023-05-23,1686,756,2,2022,2025
2163,Air Conditioner,Unresponsive,2023-11-23,1018,571,1,2015,2024
2163,Television,Working,2024-04-28,2965,414,6,2018,2027
2163,Heater,Working,2025-04-09,3145,69,23,2017,2025
2163,Lamp,Overheating,2023-09-29,1034,626,2,2021,2022
2163,Coffee Maker,Working,2023-11-01,3753,593,7,2015,2025
2164,Lamp,Working,2025-04-16,2791,61,23,2016,2022
2164,Hair Dryer,Not Working,2024-06-09,1576,372,4,2018,2020
2164,Television,Working,2024-01-03,2779,530,6,2019,2024
2164,Air Conditioner,Working,2025-04-11,2501,67,23,2014,2022
2164,Coffee Maker,Working,2025-02-26,2876,110,23,2017,2023
2164,Mini Fridge,Noisy,2024-12-09,1930,190,11,2024,2019
2164,Heater,Working,2024-04-05,1154,437,3,2022,2024
2165,Television,Working,2023-11-05,4286,589,8,2019,2028
2165,Lamp,Flickering,2023-09-07,2963,648,5,2016,2022
2165,Mini Fridge,Low performance,2024-09-24,3427,266,14,2021,2021
2165,Heater,Working,2024-03-02,605,471,2,2019,2024
2165,Air Conditioner,Working,2024-06-22,1341,360,5,2019,2022
2165,Coffee Maker,Flickering,2025-04-01,1826,77,24,2019,2020
2165,Hair Dryer,Working,2025-02-09,705,127,6,2023,2024
2166,Television,Working,2023-04-22,3482,786,4,2016,2024
2166,Air Conditioner,Working,2024-03-25,4475,448,10,2016,2028
2166,Hair Dryer,Not Working,2023-06-17,925,730,1,2021,2018
2166,Heater,Working,2024-06-29,750,352,2,2017,2024
2166,Coffee Maker,Flickering,2025-05-05,3248,42,24,2022,2027
2166,Lamp,Working,2024-12-26,3886,172,23,2024,2028
2167,Heater,Working,2023-04-19,2350,790,4,2019,2021
2167,Coffee Maker,Working,2023-03-28,2805,811,3,2021,2017
2167,Lamp,Flickering,2023-04-27,4772,781,6,2021,2024
2167,Air Conditioner,Working,2024-01-18,645,516,1,2020,2025
2167,Hair Dryer,Working,2023-12-09,4380,555,8,2022,2022
2167,Mini Fridge,Noisy,2024-08-12,847,309,2,2014,2019
2167,Television,Working,2024-04-30,3610,413,9,2018,2024
2168,Television,Working,2024-05-28,4124,385,10,2022,2025
2168,Mini Fridge,Working,2023-12-10,1100,554,1,2017,2022
2168,Coffee Maker,Working,2025-05-09,1947,38,24,2016,2022
2168,Hair Dryer,Low performance,2025-02-15,4047,121,24,2015,2021
2168,Lamp,Working,2024-12-12,13331,186,24,2022,2020
2168,Heater,Working,2024-12-15,4005,183,24,2020,2022
2169,Television,Unresponsive,2025-03-30,2756,79,24,2022,2022
2169,Heater,Working,2023-11-14,4351,580,8,2022,2022
2169,Coffee Maker,Working,2023-10-18,4397,608,7,2016,2024
2169,Hair Dryer,Low performance,2024-01-04,3914,530,8,2019,2023
2169,Lamp,Working,2025-03-18,2104,91,21,2015,2026
2169,Air Conditioner,Noisy,2024-11-19,4406,210,21,2021,2019
2170,Coffee Maker,Working,2024-08-08,4903,313,16,2018,2023
2170,Lamp,Working,2025-05-27,911,20,24,2019,2026
2170,Mini Fridge,Overheating,2025-06-12,2162,5,24,2019,2028
2170,Heater,Working,2024-08-28,2948,293,9,2017,2020
2170,Hair Dryer,Flickering,2023-05-02,2392,776,4,2014,2024
2170,Air Conditioner,Working,2023-02-08,1777,860,2,2019,2027
2170,Television,Working,2023-09-04,2888,652,4,2018,2018
2171,Mini Fridge,Working,2024-05-20,3043,392,8,2016,2026
2171,Heater,Low performance,2024-02-18,4109,485,9,2023,2024
2171,Television,Working,2023-07-06,4178,711,6,2016,2019
2171,Coffee Maker,Overheating,2024-10-21,1514,239,6,2014,2024
2171,Hair Dryer,Noisy,2025-02-14,1157,123,8,2021,2026
2171,Lamp,Working,2023-03-09,1369,831,1,2015,2022
2171,Air Conditioner,Working,2023-04-26,2116,782,2,2017,2021
2172,Coffee Maker,Flickering,2024-07-31,1624,320,5,2024,2019
2172,Mini Fridge,Working,2025-05-18,1080,29,24,2015,2020
2172,Television,Flickering,2023-11-01,2532,593,4,2016,2026
2172,Lamp,Working,2023-01-31,3178,867,4,2017,2023
2172,Hair Dryer,Working,2023-01-10,3761,888,4,2021,2026
2172,Air Conditioner,Not Working,2024-06-18,1816,364,5,2022,2019
2173,Hair Dryer,Working,2025-04-26,3985,52,24,2014,2023
2173,Television,Overheating,2025-02-25,3889,112,24,2016,2028
2173,Heater,Working,2023-07-09,2939,708,4,2014,2027
2173,Coffee Maker,Working,2024-08-29,1211,291,4,2016,2019
2173,Air Conditioner,Not Working,2023-07-27,2327,691,3,2017,2027
2173,Lamp,Working,2023-09-15,564,641,1,2024,2023
2174,Air Conditioner,Working,2025-02-11,4508,126,24,2023,2024
2174,Lamp,Leaking,2023-05-04,1797,775,2,2024,2025
2174,Hair Dryer,Working,2023-12-25,1188,540,2,2024,2017
2174,Mini Fridge,Working,2024-04-20,637,423,2,2023,2021
2174,Coffee Maker,Noisy,2024-06-14,741,367,1,2021,2028
2174,Heater,Working,2023-05-02,3532,777,4,2022,2017
2174,Television,Working,2025-05-17,3593,30,24,2022,2018
2175,Air Conditioner,Working,2024-03-07,2887,466,5,2018,2021
2175,Hair Dryer,Leaking,2024-11-30,3222,199,16,2021,2023
2175,Lamp,Working,2023-09-25,483,630,1,2019,2022
2175,Coffee Maker,Leaking,2024-08-16,4810,304,17,2016,2021
2175,Television,Working,2023-07-12,719,706,1,2024,2021
2175,Heater,Working,2025-03-06,1234,102,15,2024,2026
2176,Mini Fridge,Unresponsive,2025-01-19,3999,149,23,2019,2021
2176,Hair Dryer,Working,2023-10-23,1009,602,2,2014,2025
2176,Lamp,Working,2025-05-29,3326,19,24,2019,2023
2176,Air Conditioner,Working,2023-08-06,4225,680,6,2017,2021
2176,Television,Working,2024-10-23,812,236,3,2018,2023
2176,Coffee Maker,Leaking,2024-10-12,2687,247,12,2024,2019
2176,Heater,Working,2024-11-24,2326,204,11,2015,2021
2177,Hair Dryer,Working,2023-06-02,2829,745,4,2023,2021
2177,Television,Flickering,2024-12-14,2899,185,15,2017,2028
2177,Heater,Working,2023-12-26,1140,538,2,2015,2023
2177,Lamp,Working,2024-07-14,1323,338,4,2022,2019
2177,Mini Fridge,Unresponsive,2023-09-17,1904,639,3,2015,2024
2177,Coffee Maker,Working,2025-02-16,15526,120,24,2020,2024
2177,Air Conditioner,Working,2025-02-26,4024,111,24,2020,2020
2178,Coffee Maker,Unresponsive,2025-04-15,1673,62,23,2022,2023
2178,Air Conditioner,Working,2024-11-26,4600,203,23,2016,2016
2178,Mini Fridge,Working,2025-03-20,4283,89,24,2017,2025
2178,Television,Not Working,2024-07-20,2544,331,7,2023,2016
2178,Lamp,Unresponsive,2023-02-06,3180,861,4,2016,2027
2178,Hair Dryer,Working,2024-11-11,2691,218,11,2018,2017
2179,Mini Fridge,Working,2023-01-04,1673,894,2,2019,2026
2179,Coffee Maker,Flickering,2023-05-20,3613,758,4,2021,2022
2179,Hair Dryer,Unresponsive,2023-10-15,2940,611,5,2022,2028
2179,Heater,Working,2024-06-10,1321,371,3,2014,2026
2179,Air Conditioner,Working,2023-06-05,869,742,1,2019,2018
2179,Television,Low performance,2023-06-29,2010,719,3,2015,2021
2179,Lamp,Working,2024-07-08,2696,344,8,2018,2024
2180,Lamp,Flickering,2024-03-25,4026,449,9,2021,2023
2180,Heater,Working,2024-02-12,4296,491,9,2019,2027
2180,Mini Fridge,Working,2025-05-13,2893,35,24,2024,2024
2180,Coffee Maker,Noisy,2024-06-15,2692,367,8,2021,2019
2180,Hair Dryer,Low performance,2023-04-19,3982,790,5,2023,2023
2180,Television,Working,2025-03-20,3923,88,24,2019,2029
2181,Heater,Working,2023-10-16,4050,610,7,2024,2026
2181,Mini Fridge,Not Working,2025-04-26,2809,52,24,2018,2027
2181,Air Conditioner,Working,2025-04-24,2049,53,24,2024,2022
2181,Hair Dryer,Working,2025-02-12,4547,125,24,2014,2027
2181,Lamp,Unresponsive,2024-04-01,4674,442,10,2014,2021
2181,Television,Working,2023-09-16,4709,639,7,2017,2019
2182,Coffee Maker,Working,2024-06-08,2134,373,6,2024,2025
2182,Lamp,Not Working,2024-10-22,3557,238,16,2021,2019
2182,Air Conditioner,Working,2023-07-04,3592,713,5,2016,2016
2182,Heater,Noisy,2024-05-24,1264,388,3,2014,2023
2182,Mini Fridge,Working,2023-06-18,2067,729,3,2018,2029
2182,Television,Flickering,2025-03-26,1039,83,14,2021,2026
2182,Hair Dryer,Working,2023-10-08,4102,618,7,2023,2026
2183,Lamp,Working,2024-07-14,1826,337,6,2017,2025
2183,Air Conditioner,Working,2023-04-22,4735,786,6,2024,2025
2183,Television,Noisy,2025-03-11,4950,97,24,2017,2020
2183,Mini Fridge,Working,2024-11-14,2687,214,13,2019,2021
2183,Coffee Maker,Working,2024-06-17,3529,365,8,2023,2018
2183,Hair Dryer,Low performance,2025-05-10,2726,38,24,2019,2022
2183,Heater,Working,2023-01-02,569,897,1,2015,2027
2184,Hair Dryer,Working,2024-04-03,1416,440,3,2018,2024
2184,Air Conditioner,Working,2024-03-03,2376,470,4,2017,2021
2184,Mini Fridge,Overheating,2024-04-04,3251,438,7,2021,2025
2184,Coffee Maker,Working,2025-06-03,2639,13,24,2014,2023
2184,Lamp,Working,2024-02-26,2280,477,4,2016,2021
2184,Television,Leaking,2024-03-06,2734,468,6,2019,2029
2184,Heater,Working,2023-01-31,1402,868,2,2020,2019
2185,Heater,Leaking,2024-11-12,4597,217,21,2019,2019
2185,Coffee Maker,Working,2023-09-13,988,643,1,2015,2021
2185,Air Conditioner,Working,2024-11-15,4221,213,21,2018,2018
2185,Mini Fridge,Leaking,2024-11-12,1361,216,6,2024,2024
2185,Television,Working,2024-06-01,3463,380,10,2014,2019
2185,Hair Dryer,Working,2023-06-21,3476,726,4,2015,2021
2186,Heater,Leaking,2025-01-04,3947,163,23,2023,2026
2186,Hair Dryer,Noisy,2024-03-28,1409,446,3,2024,2023
2186,Television,Working,2023-01-14,3370,885,3,2015,2029
2186,Mini Fridge,Working,2023-11-05,1011,590,2,2022,2023
2186,Air Conditioner,Flickering,2024-08-20,858,300,2,2015,2017
2186,Lamp,Working,2023-03-04,1953,836,2,2022,2020
2187,Air Conditioner,Working,2024-02-26,1134,477,3,2023,2027
2187,Hair Dryer,Unresponsive,2023-11-28,2668,567,4,2021,2020
2187,Television,Working,2024-07-10,1140,342,3,2018,2020
2187,Coffee Maker,Working,2023-05-17,897,761,2,2019,2024
2187,Heater,Working,2025-03-13,3292,95,23,2014,2018
2187,Lamp,Leaking,2024-12-13,2921,185,15,2022,2024
2188,Television,Working,2024-06-11,3920,371,10,2016,2017
2188,Air Conditioner,Working,2023-02-13,4317,855,5,2024,2017
2188,Heater,Overheating,2025-04-27,906,50,15,2022,2025
2188,Coffee Maker,Working,2024-06-10,1400,371,4,2021,2026
2188,Lamp,Flickering,2024-11-26,1296,202,6,2017,2020
2188,Hair Dryer,Leaking,2025-05-13,1086,34,24,2023,2019
2188,Mini Fridge,Working,2024-10-29,4520,230,20,2022,2018
2189,Hair Dryer,Working,2023-08-05,4610,681,6,2016,2018
2189,Lamp,Leaking,2023-02-08,4524,860,5,2016,2019
2189,Television,Leaking,2023-02-02,2730,865,3,2015,2029
2189,Mini Fridge,Working,2023-06-17,3073,731,4,2019,2023
2189,Air Conditioner,Working,2024-09-18,4780,272,19,2017,2020
2189,Heater,Flickering,2024-07-08,1310,343,4,2015,2024
2189,Coffee Maker,Working,2024-03-23,1629,450,4,2019,2019
2190,Mini Fridge,Overheating,2024-12-26,2915,172,16,2015,2017
2190,Hair Dryer,Working,2023-08-16,1908,670,3,2020,2019
2190,Coffee Maker,Working,2025-06-16,2385,1,24,2018,2019
2190,Television,Flickering,2023-09-19,3751,637,6,2021,2025
2190,Air Conditioner,Overheating,2025-05-03,3395,45,24,2021,2018
2190,Heater,Working,2023-10-15,2340,610,3,2016,2017
2190,Lamp,Working,2023-09-06,2686,650,4,2021,2027
2191,Air Conditioner,Leaking,2024-04-08,4320,434,10,2016,2028
2191,Hair Dryer,Working,2024-08-20,2285,300,8,2022,2018
2191,Lamp,Working,2023-09-11,3184,644,5,2024,2023
2191,Mini Fridge,Leaking,2025-02-25,4171,111,24,2017,2019
2191,Heater,Working,2025-01-30,3358,138,23,2023,2016
2191,Television,Working,2024-01-24,1819,509,3,2016,2016
2191,Coffee Maker,Unresponsive,2025-01-16,1881,152,12,2024,2025
2192,Air Conditioner,Not Working,2024-11-27,1100,201,6,2018,2027
2192,Heater,Working,2024-10-25,515,235,2,2023,2019
2192,Mini Fridge,Working,2023-09-24,3854,632,5,2024,2020
2192,Hair Dryer,Unresponsive,2024-12-08,3800,191,20,2024,2020
2192,Lamp,Working,2023-10-08,4836,618,8,2017,2017
2192,Television,Working,2023-07-05,924,713,1,2022,2018
2193,Television,Working,2023-09-26,2264,629,4,2016,2020
2193,Air Conditioner,Working,2023-04-01,2918,808,3,2017,2025
2193,Heater,Working,2023-04-02,2748,807,3,2020,2024
2193,Hair Dryer,Not Working,2023-06-24,2009,723,3,2017,2021
2193,Coffee Maker,Working,2024-07-28,2985,324,9,2024,2023
2193,Mini Fridge,Not Working,2024-11-28,832,201,3,2021,2018
2194,Television,Working,2024-03-29,3519,444,8,2017,2020
2194,Lamp,Working,2023-01-07,3063,892,4,2019,2026
2194,Air Conditioner,Working,2024-01-08,2978,525,6,2022,2022
2194,Mini Fridge,Flickering,2023-06-09,2159,738,4,2014,2022
2194,Coffee Maker,Working,2023-01-14,3263,885,4,2024,2022
2194,Heater,Working,2025-01-24,1876,144,13,2014,2021
2195,Hair Dryer,Working,2025-01-05,4804,162,24,2018,2017
2195,Coffee Maker,Working,2024-07-07,2633,345,10,2016,2020
2195,Mini Fridge,Leaking,2024-02-27,2928,476,6,2019,2019
2195,Heater,Noisy,2023-01-28,1079,870,2,2020,2018
2195,Television,Working,2024-12-12,4392,186,23,2023,2019
2195,Lamp,Working,2025-03-12,1890,97,20,2024,2029
2196,Hair Dryer,Leaking,2023-08-29,2505,657,5,2023,2018
2196,Mini Fridge,Working,2023-06-14,4558,734,6,2014,2025
2196,Heater,Working,2025-03-17,4537,92,24,2018,2025
2196,Television,Not Working,2024-01-29,2179,505,4,2018,2018
2196,Lamp,Working,2024-02-20,3445,482,7,2017,2026
2196,Coffee Maker,Working,2025-03-08,2585,101,24,2022,2017
2197,Lamp,Working,2025-01-28,601,140,5,2020,2019
2197,Heater,Working,2023-04-10,630,798,1,2020,2025
2197,Mini Fridge,Working,2023-08-23,1662,663,2,2021,2025
2197,Coffee Maker,Leaking,2025-05-01,1926,47,24,2017,2021
2197,Television,Working,2025-02-02,3334,134,24,2017,2016
2197,Air Conditioner,Working,2023-02-26,4205,842,5,2021,2026
2198,Air Conditioner,Working,2025-04-21,2141,56,24,2021,2021
2198,Television,Working,2023-12-24,2652,541,5,2022,2026
2198,Mini Fridge,Working,2023-04-20,684,789,1,2021,2020
2198,Lamp,Not Working,2024-02-20,4195,483,8,2021,2021
2198,Heater,Working,2023-01-05,3270,894,4,2016,2018
2198,Hair Dryer,Working,2024-05-03,2325,409,6,2015,2018
2199,Television,Working,2024-07-01,2324,350,6,2017,2018
2199,Hair Dryer,Low performance,2024-08-17,3940,304,14,2018,2027
2199,Air Conditioner,Unresponsive,2024-04-06,2081,436,4,2024,2021
2199,Coffee Maker,Flickering,2024-03-21,2303,452,5,2018,2028
2199,Mini Fridge,Working,2025-04-27,3728,50,24,2016,2020
2199,Lamp,Working,2024-10-05,3838,254,17,2018,2017
2199,Heater,Leaking,2024-11-01,3126,227,13,2022,2016
2200,Air Conditioner,Working,2025-02-26,4950,111,24,2021,2026
2200,Television,Working,2023-07-02,1692,715,2,2024,2018
2200,Lamp,Noisy,2023-06-30,4608,718,6,2022,2016
2200,Mini Fridge,Working,2023-09-12,3479,644,5,2021,2020
2200,Heater,Working,2025-02-19,4710,117,24,2014,2019
2200,Coffee Maker,Unresponsive,2024-05-13,1879,400,5,2021,2022
2200,Hair Dryer,Working,2023-09-11,1856,645,3,2019,2027
2201,Heater,Working,2023-02-18,3805,849,5,2016,2017
2201,Hair Dryer,Working,2024-06-30,802,351,2,2017,2025
2201,Coffee Maker,Noisy,2024-11-03,2703,226,12,2014,2022
2201,Lamp,Unresponsive,2024-08-02,4965,318,16,2022,2026
2201,Mini Fridge,Working,2023-10-08,1670,618,2,2023,2026
2201,Air Conditioner,Working,2023-10-08,746,618,1,2014,2021
2201,Television,Flickering,2024-11-25,1344,203,6,2019,2026
2202,Television,Working,2023-05-02,1913,777,3,2016,2022
2202,Coffee Maker,Working,2023-08-30,4795,657,8,2024,2022
2202,Air Conditioner,Working,2023-10-04,4696,622,8,2024,2026
2202,Mini Fridge,Working,2024-04-03,2915,440,7,2019,2018
2202,Hair Dryer,Overheating,2023-10-21,547,604,1,2023,2023
2202,Lamp,Working,2024-01-16,1765,518,3,2024,2021
2203,Hair Dryer,Working,2025-03-08,3441,100,24,2020,2021
2203,Mini Fridge,Leaking,2023-11-19,2701,575,5,2022,2024
2203,Lamp,Working,2023-07-31,4857,686,7,2024,2027
2203,Coffee Maker,Working,2023-09-16,4630,640,7,2019,2024
2203,Television,Working,2023-02-05,3268,863,4,2022,2020
2203,Air Conditioner,Working,2024-06-17,4155,365,11,2015,2027
2203,Heater,Unresponsive,2023-03-04,538,836,1,2014,2020
2204,Mini Fridge,Working,2025-02-21,3262,116,23,2017,2020
2204,Lamp,Working,2023-08-03,3338,684,4,2020,2016
2204,Air Conditioner,Overheating,2023-07-06,1285,711,2,2016,2023
2204,Heater,Working,2023-04-17,1433,791,2,2022,2022
2204,Coffee Maker,Unresponsive,2025-03-18,1809,91,16,2019,2023
2204,Television,Working,2023-10-14,2716,612,5,2018,2022
2204,Hair Dryer,Working,2024-06-01,4040,380,11,2015,2018
